word,type,first_word_of_sentence_id
1-21,2,6804
2-52,2,6804
3-97,2,6804
4-149,2,6804
5-157,2,6804
6-163,2,6804
7-178,2,6804
8-198,2,6804
9-203,2,6804
.,2,6804
bowling,2,6922
:,2,6922
vass,10,6922
7-0-29-0,2,6922
",",2,6922
de,4,6922
silva,5,6922
4-0-25-0,2,6922
",",2,6922
dharmasena,10,6922
9-0-49-1,2,6922
",",2,6922
muralitharan,10,6922
10-0-41-2,2,6922
",",2,6922
jayasuriya,10,6922
10-0-43-2,2,6922
",",2,6922
chandana,10,6922
10-0-38-3,2,6922
.,2,6922
sri,15,6943
lanka,16,6943
s.,4,6943
jayasuriya,5,6943
c,2,6943
healy,10,6943
b,2,6943
fleming,10,6943
44,2,6943
r.,4,6943
kaluwitharana,5,6943
b,2,6943
s.,4,6943
waugh,5,6943
8,2,6943
a.,4,6943
gurusinha,5,6943
run,2,6943
out,2,6943
16,2,6943
a.de,4,6943
silva,5,6943
not,2,6943
out,2,6943
83,2,6943
a.,4,6943
ranatunga,5,6943
lbw,2,6943
b,2,6943
fleming,10,6943
0,2,6943
h.,4,6943
tillekeratne,5,6943
lbw,2,6943
b,2,6943
fleming,10,6943
1,2,6943
r.,4,6943
mahanama,5,6943
b,2,6943
mcgrath,10,6943
50,2,6943
u.,4,6943
chandana,5,6943
not,2,6943
out,2,6943
14,2,6943
extras,2,6943
(,2,6943
lb-3,2,6943
nb-6,2,6943
w-7,2,6943
),2,6943
16,2,6943
total,2,6943
(,2,6943
six,2,6943
wickets,2,6943
",",2,6943
45.5,2,6943
overs,2,6943
),2,6943
232,2,6943
fall,2,6943
of,2,6943
wickets,2,6943
:,2,6943
1-22,2,6943
2-78,2,6943
3-78,2,6943
4-78,2,6943
5-81,2,6943
6-196,2,6943
.,2,6943
did,2,7017
not,2,7017
bat,2,7017
:,2,7017
dharmasena,10,7017
",",2,7017
vaas,10,7017
",",2,7017
muralitharan,10,7017
.,2,7017
bowling,2,7027
:,2,7027
s.,4,7027
waugh,5,7027
5-1-36-1,2,7027
",",2,7027
law,10,7027
2-0-23-0,2,7027
",",2,7027
mcgrath,10,7027
9.5-0-44-1,2,7027
",",2,7027
fleming,10,7027
8-1-26-3,2,7027
",",2,7027
gillespie,10,7027
6-0-27-0,2,7027
",",2,7027
m.,4,7027
waugh,5,7027
5-0-29-0,2,7027
",",2,7027
lehmann,10,7027
6-0-26-0,2,7027
",",2,7027
bevan,10,7027
4-0-18-0,2,7027
.,2,7027
man,2,7055
of,2,7055
the,2,7055
match,2,7055
:,2,7055
aravinda,4,7055
de,9,7055
silva,5,7055
next,2,7055
series,2,7055
match,2,7055
:,2,7055
india,6,7055
v,2,7055
zimbabwe,6,7055
",",2,7055
september,2,7055
1,2,7055
.,2,7055
-docstart-,2,7074
cricket,2,7074
-,2,7074
australia,6,7074
228-9,2,7074
in,2,7074
50,2,7074
overs,2,7074
v,2,7074
sri,15,7074
lanka,16,7074
.,2,7074
colombo,6,7086
1996-08-30,2,7086
australia,6,7086
scored,2,7086
228,2,7086
for,2,7086
nine,2,7086
wickets,2,7086
in,2,7086
their,2,7086
50,2,7086
overs,2,7086
against,2,7086
sri,15,7086
lanka,16,7086
in,2,7086
the,2,7086
third,2,7086
day-night,2,7086
limited,2,7086
overs,2,7086
match,2,7086
of,2,7086
the,2,7086
singer,11,7086
world,12,7086
series,13,7086
tournament,2,7086
on,2,7086
friday,2,7086
.,2,7086
-docstart-,2,7117
cricket,2,7117
-,2,7117
australia,6,7117
win,2,7117
toss,2,7117
and,2,7117
choose,2,7117
to,2,7117
bat,2,7117
.,2,7117
colombo,6,7128
1996-08-30,2,7128
australia,6,7128
won,2,7128
the,2,7128
toss,2,7128
and,2,7128
elected,2,7128
to,2,7128
bat,2,7128
against,2,7128
sri,15,7128
lanka,16,7128
in,2,7128
the,2,7128
third,2,7128
day-night,2,7128
limited,2,7128
overs,2,7128
cricket,2,7128
match,2,7128
in,2,7128
the,2,7128
singer,3,7128
world,2,7128
series,2,7128
tournament,2,7128
on,2,7128
friday,2,7128
.,2,7128
teams,2,7158
:,2,7158
australia,6,7158
-,2,7158
ian,4,7158
healy,5,7158
(,2,7158
captain,2,7158
),2,7158
",",2,7158
michael,4,7158
bevan,5,7158
",",2,7158
damien,10,7158
flemming,10,7158
",",2,7158
jason,4,7158
gillespie,5,7158
",",2,7158
stuart,4,7158
law,5,7158
",",2,7158
glenn,4,7158
mcgrath,5,7158
",",2,7158
ricky,10,7158
ponting,10,7158
",",2,7158
michael,4,7158
slater,5,7158
",",2,7158
darren,4,7158
lehmann,5,7158
",",2,7158
mark,4,7158
waugh,5,7158
",",2,7158
steve,10,7158
waugh,10,7158
.,2,7158
sri,15,7198
lanka,16,7198
-,2,7198
arjuna,4,7198
ranatunga,5,7198
(,2,7198
captain,2,7198
),2,7198
",",2,7198
sanath,4,7198
jayasuriya,5,7198
",",2,7198
romesh,4,7198
kaluwitharana,5,7198
",",2,7198
asanka,4,7198
gurusinha,5,7198
",",2,7198
aravinda,4,7198
de,9,7198
silva,5,7198
",",2,7198
hashan,4,7198
tillekeratne,5,7198
",",2,7198
roshan,4,7198
mahanama,5,7198
",",2,7198
kumara,4,7198
dharmasena,5,7198
",",2,7198
chaminda,4,7198
vaas,5,7198
",",2,7198
muthiah,4,7198
muralitharan,5,7198
",",2,7198
upul,4,7198
chandana,5,7198
.,2,7198
-docstart-,2,7238
romania,6,7238
comelf,1,7238
h1,2,7238
profit,2,7238
rise,2,7238
below,2,7238
target,2,7238
.,2,7238
bucharest,6,7247
1996-08-30,2,7247
romanian,3,7247
listed,2,7247
state,2,7247
engineer,2,7247
comelf,1,7247
said,2,7247
it,2,7247
almost,2,7247
doubled,2,7247
six-month,2,7247
output,2,7247
",",2,7247
with,2,7247
net,2,7247
profit,2,7247
rising,2,7247
by,2,7247
33,2,7247
percent,2,7247
to,2,7247
1.069,2,7247
billion,2,7247
lei,2,7247
.,2,7247
but,2,7273
the,2,7273
company,2,7273
complained,2,7273
inflation,2,7273
and,2,7273
the,2,7273
artificially,2,7273
high,2,7273
rate,2,7273
of,2,7273
the,2,7273
leu,2,7273
cut,2,7273
profit,2,7273
margins,2,7273
on,2,7273
exports,2,7273
",",2,7273
keeping,2,7273
profits,2,7273
well,2,7273
below,2,7273
its,2,7273
forecast,2,7273
of,2,7273
1.4,2,7273
billion,2,7273
lei,2,7273
.,2,7273
comelf,1,7303
's,2,7303
six-month,2,7303
output,2,7303
rose,2,7303
to,2,7303
"4,378",2,7303
tonnes,2,7303
of,2,7303
equipment,2,7303
from,2,7303
"2,684",2,7303
tonnes,2,7303
in,2,7303
the,2,7303
equivalent,2,7303
period,2,7303
in,2,7303
1995,2,7303
",",2,7303
the,2,7303
company,2,7303
report,2,7303
to,2,7303
the,2,7303
bucharest,6,7303
stock,2,7303
exchange,2,7303
showed,2,7303
.,2,7303
comelf,1,7333
",",2,7333
based,2,7333
in,2,7333
the,2,7333
central,2,7333
transylvanian,3,7333
town,2,7333
of,2,7333
bistrita,6,7333
",",2,7333
manufactures,2,7333
water,2,7333
purification,2,7333
equipment,2,7333
",",2,7333
machinery,2,7333
for,2,7333
the,2,7333
thermal,2,7333
power,2,7333
sector,2,7333
and,2,7333
other,2,7333
equipment,2,7333
.,2,7333
"""",2,7359
in,2,7359
the,2,7359
first,2,7359
six,2,7359
months,2,7359
of,2,7359
1996,2,7359
we,2,7359
concentrated,2,7359
on,2,7359
increasing,2,7359
the,2,7359
volume,2,7359
of,2,7359
our,2,7359
output,2,7359
and,2,7359
exports,2,7359
in,2,7359
particular,2,7359
and,2,7359
improving,2,7359
the,2,7359
quality,2,7359
of,2,7359
our,2,7359
products,2,7359
",",2,7359
"""",2,7359
the,2,7359
report,2,7359
said,2,7359
.,2,7359
from,2,7393
january,2,7393
to,2,7393
june,2,7393
comelf,1,7393
exported,2,7393
59,2,7393
percent,2,7393
of,2,7393
its,2,7393
output,2,7393
",",2,7393
up,2,7393
from,2,7393
37.3,2,7393
percent,2,7393
in,2,7393
the,2,7393
same,2,7393
period,2,7393
last,2,7393
year,2,7393
.,2,7393
the,2,7416
company,2,7416
said,2,7416
higher,2,7416
than,2,7416
anticipated,2,7416
inflation,2,7416
and,2,7416
rising,2,7416
raw,2,7416
materials,2,7416
and,2,7416
wage,2,7416
costs,2,7416
also,2,7416
hit,2,7416
profits,2,7416
.,2,7416
year-on-year,2,7434
inflation,2,7434
",",2,7434
initially,2,7434
estimated,2,7434
at,2,7434
20,2,7434
percent,2,7434
in,2,7434
december,2,7434
",",2,7434
was,2,7434
33.8,2,7434
percent,2,7434
in,2,7434
june,2,7434
",",2,7434
higher,2,7434
than,2,7434
a,2,7434
revised,2,7434
end-year,2,7434
forecast,2,7434
of,2,7434
30,2,7434
percent,2,7434
.,2,7434
the,2,7461
12,2,7461
month,2,7461
figure,2,7461
quickened,2,7461
to,2,7461
40.3,2,7461
percent,2,7461
in,2,7461
july,2,7461
.,2,7461
the,2,7472
leu,2,7472
currency,2,7472
has,2,7472
slipped,2,7472
only,2,7472
gradually,2,7472
this,2,7472
year,2,7472
",",2,7472
and,2,7472
is,2,7472
currently,2,7472
quoted,2,7472
at,2,7472
an,2,7472
official,2,7472
rate,2,7472
of,2,7472
"3,162",2,7472
to,2,7472
the,2,7472
dollar,2,7472
",",2,7472
well,2,7472
below,2,7472
the,2,7472
"3,550",2,7472
retail,2,7472
price,2,7472
that,2,7472
exporters,2,7472
say,2,7472
is,2,7472
more,2,7472
realistic,2,7472
.,2,7472
--,2,7509
luli,4,7509
popescu,5,7509
",",2,7509
bucharest,7,7509
newsroom,8,7509
40-1,2,7509
3120264,2,7509
-docstart-,2,7509
polish,3,7509
nbp,2,7509
refrains,2,7509
from,2,7509
reverse,2,7509
repo,2,7509
operation,2,7509
.,2,7509
warsaw,6,7526
1996-08-30,2,7526
the,2,7526
national,7,7526
bank,14,7526
of,14,7526
poland,8,7526
refrained,2,7526
from,2,7526
staging,2,7526
a,2,7526
reverse,2,7526
repo,2,7526
operation,2,7526
on,2,7526
friday,2,7526
",",2,7526
the,2,7526
bank,2,7526
said,2,7526
.,2,7526
--,2,7547
warsaw,7,7547
newsroom,8,7547
+48,2,7547
22,2,7547
653,2,7547
9700,2,7547
-docstart-,2,7547
canada,6,7547
government,2,7547
cash,2,7547
balances,2,7547
fall,2,7547
in,2,7547
week,2,7547
.,2,7547
ottawa,6,7563
1996-08-30,2,7563
the,2,7563
government,2,7563
of,2,7563
canada,6,7563
's,2,7563
cash,2,7563
balances,2,7563
fell,2,7563
in,2,7563
the,2,7563
week,2,7563
that,2,7563
ended,2,7563
august,2,7563
28,2,7563
",",2,7563
the,2,7563
bank,7,7563
of,14,7563
canada,8,7563
said,2,7563
on,2,7563
friday,2,7563
.,2,7563
wk,2,7589
to,2,7589
aug,2,7589
28,2,7589
chg,2,7589
on,2,7589
wk,2,7589
chg,2,7589
on,2,7589
yr,2,7589
notes,2,7589
in,2,7589
circulation,2,7589
27.35,2,7589
+0.435,2,7589
+0.237,2,7589
government,2,7589
cash,2,7589
balances,2,7589
3.54,2,7589
-,2,7589
0.629,2,7589
+0.089,2,7589
govt,2,7589
securities,2,7589
outstanding,2,7589
463.73,2,7589
+1.660,2,7589
+10.436,2,7589
treasury,1,7589
bills,2,7589
152.80,2,7589
+0.300,2,7589
-,2,7589
11.900,2,7589
canada,6,7589
savings,2,7589
bonds,2,7589
30.12,2,7589
-,2,7589
0.004,2,7589
+0.578,2,7589
all,2,7589
figures,2,7589
in,2,7589
billions,2,7589
of,2,7589
dollars,2,7589
.,2,7589
chartered,2,7638
bank,2,7638
assets,2,7638
july,2,7638
june,2,7638
net,2,7638
foreign,2,7638
currency,2,7638
-,2,7638
12.63,2,7638
-,2,7638
12.08,2,7638
canadian,3,7638
dollar,2,7638
639.55,2,7638
639.38,2,7638
total,2,7638
canadian,3,7638
liquid,2,7638
assets,2,7638
107.83,2,7638
107.24,2,7638
july,2,7638
96,2,7638
june,2,7638
96,2,7638
july,2,7638
95,2,7638
m1,2,7638
63.02,2,7638
62.83,2,7638
57.50,2,7638
m2,2,7638
389.79,2,7638
391.32,2,7638
381.65,2,7638
m3,2,7638
482.13,2,7638
480.72,2,7638
461.42,2,7638
note,2,7638
-,2,7638
figures,2,7638
are,2,7638
unadjusted,2,7638
",",2,7638
in,2,7638
billions,2,7638
of,2,7638
dollars,2,7638
.,2,7638
--,2,7689
reuters,7,7689
ottawa,14,7689
bureau,8,7689
(,2,7689
613,2,7689
),2,7689
235-6745,2,7689
-docstart-,2,7689
jones,7,7689
medical,8,7689
completes,2,7689
acquisition,2,7689
.,2,7689
st.,15,7703
louis,16,7703
1996-08-30,2,7703
jones,7,7703
medical,14,7703
industries,14,7703
inc,8,7703
said,2,7703
friday,2,7703
it,2,7703
completed,2,7703
the,2,7703
acquisition,2,7703
of,2,7703
daniels,7,7703
pharmaceuticals,14,7703
inc,8,7703
of,2,7703
st.,15,7703
petersburg,16,7703
",",2,7703
fla.,6,7703
",",2,7703
for,2,7703
about,2,7703
"2,960,000",2,7703
shares,2,7703
of,2,7703
jones,1,7703
common,2,7703
stock,2,7703
.,2,7703
jones,1,7735
stock,2,7735
closed,2,7735
down,2,7735
1/8,2,7735
at,2,7735
40,2,7735
friday,2,7735
.,2,7735
daniels,7,7744
pharmaceuticals,8,7744
manufactures,2,7744
prescription,2,7744
pharmaceutical,2,7744
products,2,7744
",",2,7744
the,2,7744
largest,2,7744
of,2,7744
which,2,7744
is,2,7744
levoxyl,3,7744
",",2,7744
a,2,7744
synthetic,2,7744
thyroid,2,7744
hormone,2,7744
for,2,7744
treating,2,7744
hypothyroidism,2,7744
.,2,7744
--,2,7766
chicago,6,7766
newsdesk,2,7766
",",2,7766
312,2,7766
408-8787,2,7766
-docstart-,2,7766
nymex,2,7766
heating,2,7766
oil,2,7766
near,2,7766
session,2,7766
lows,2,7766
in,2,7766
pre-close,2,7766
.,2,7766
new,15,7782
york,16,7782
1996-08-30,2,7782
nymex,2,7782
refined,2,7782
product,2,7782
prices,2,7782
lingered,2,7782
at,2,7782
session,2,7782
lows,2,7782
amid,2,7782
slim,2,7782
volume,2,7782
before,2,7782
the,2,7782
close,2,7782
while,2,7782
crude,2,7782
experienced,2,7782
lackluster,2,7782
buying,2,7782
ahead,2,7782
of,2,7782
the,2,7782
u.s.,6,7782
labor,11,7782
day,13,7782
weekend,2,7782
",",2,7782
traders,2,7782
said,2,7782
.,2,7782
"""",2,7815
there,2,7815
was,2,7815
some,2,7815
profit-taking,2,7815
early,2,7815
on,2,7815
",",2,7815
and,2,7815
it,2,7815
's,2,7815
just,2,7815
sitting,2,7815
there,2,7815
",",2,7815
"""",2,7815
a,2,7815
texas,6,7815
trader,2,7815
said,2,7815
of,2,7815
heating,2,7815
oil,2,7815
's,2,7815
and,2,7815
gasoline,2,7815
's,2,7815
losses,2,7815
.,2,7815
september,2,7844
heating,2,7844
oil,2,7844
stood,2,7844
1.02,2,7844
cents,2,7844
lower,2,7844
at,2,7844
62.65,2,7844
cents,2,7844
a,2,7844
gallon,2,7844
.,2,7844
heat,2,7857
hit,2,7857
a,2,7857
session,2,7857
low,2,7857
of,2,7857
62.45,2,7857
shortly,2,7857
before,2,7857
the,2,7857
close,2,7857
.,2,7857
september,2,7869
gasoline,2,7869
stood,2,7869
0.87,2,7869
cent,2,7869
lower,2,7869
at,2,7869
62.85,2,7869
cents,2,7869
a,2,7869
gallon,2,7869
.,2,7869
friday,2,7881
's,2,7881
low,2,7881
in,2,7881
september,2,7881
gasoline,2,7881
was,2,7881
62.75,2,7881
.,2,7881
traders,2,7890
also,2,7890
said,2,7890
players,2,7890
were,2,7890
selling,2,7890
refined,2,7890
products,2,7890
in,2,7890
favor,2,7890
of,2,7890
crude,2,7890
ahead,2,7890
of,2,7890
the,2,7890
front,2,7890
month,2,7890
's,2,7890
friday,2,7890
expiry,2,7890
in,2,7890
the,2,7890
refined,2,7890
products,2,7890
.,2,7890
the,2,7915
october,2,7915
heating,2,7915
oil-to-crude,2,7915
crack,2,7915
spread,2,7915
narrowed,2,7915
to,2,7915
$,2,7915
4.22,2,7915
a,2,7915
barrel,2,7915
from,2,7915
thursday,2,7915
's,2,7915
$,2,7915
4.58,2,7915
while,2,7915
the,2,7915
october,2,7915
gasoline-to-crude,2,7915
spread,2,7915
narrowed,2,7915
to,2,7915
$,2,7915
3.60,2,7915
from,2,7915
thursday,2,7915
's,2,7915
$,2,7915
3.86,2,7915
a,2,7915
barrel,2,7915
.,2,7915
october,2,7949
crude,2,7949
stood,2,7949
eight,2,7949
cents,2,7949
higher,2,7949
at,2,7949
$,2,7949
22.23,2,7949
barrel,2,7949
.,2,7949
buying,2,7960
interest,2,7960
in,2,7960
crude,2,7960
did,2,7960
not,2,7960
have,2,7960
enough,2,7960
conviction,2,7960
to,2,7960
send,2,7960
it,2,7960
much,2,7960
higher,2,7960
since,2,7960
many,2,7960
players,2,7960
had,2,7960
left,2,7960
early,2,7960
to,2,7960
start,2,7960
the,2,7960
labor,11,7960
day,13,7960
holiday,2,7960
weekend,2,7960
",",2,7960
traders,2,7960
said,2,7960
.,2,7960
nymex,2,7991
will,2,7991
be,2,7991
closed,2,7991
monday,2,7991
due,2,7991
to,2,7991
labor,11,7991
day,13,7991
.,2,7991
--,2,8001
harry,4,8001
milling,5,8001
",",2,8001
new,7,8001
york,14,8001
energy,14,8001
desk,8,8001
",",2,8001
+1,2,8001
212-859-1761,2,8001
-docstart-,2,8001
u.s.,6,8001
debt,2,8001
futures,2,8001
end,2,8001
lower,2,8001
",",2,8001
shaken,2,8001
by,2,8001
chicago,6,8001
napm,1,8001
.,2,8001
chicago,6,8024
1996-08-30,2,8024
u.s.,6,8024
debt,2,8024
futures,2,8024
finished,2,8024
a,2,8024
shortened,2,8024
pre-holiday,2,8024
session,2,8024
sharply,2,8024
lower,2,8024
",",2,8024
as,2,8024
the,2,8024
markets,2,8024
were,2,8024
shaken,2,8024
by,2,8024
a,2,8024
stronger,2,8024
than,2,8024
expected,2,8024
rise,2,8024
in,2,8024
the,2,8024
august,2,8024
national,7,8024
association,14,8024
of,14,8024
purchasing,14,8024
management,8,8024
(,2,8024
napm,1,8024
),2,8024
index,2,8024
for,2,8024
the,2,8024
chicago,6,8024
area,2,8024
",",2,8024
traders,2,8024
and,2,8024
analysts,2,8024
said,2,8024
.,2,8024
the,2,8070
august,2,8070
chicago,6,8070
napm,1,8070
rose,2,8070
8.8,2,8070
points,2,8070
to,2,8070
60.0,2,8070
",",2,8070
its,2,8070
highest,2,8070
level,2,8070
since,2,8070
62.6,2,8070
in,2,8070
february,2,8070
1995,2,8070
and,2,8070
the,2,8070
largest,2,8070
monthly,2,8070
rise,2,8070
since,2,8070
december,2,8070
1993,2,8070
.,2,8070
primary,2,8097
dealers,2,8097
immediately,2,8097
sold,2,8097
eurodollar,3,8097
and,2,8097
bond,2,8097
futures,2,8097
",",2,8097
after,2,8097
the,2,8097
market,2,8097
on,2,8097
average,2,8097
was,2,8097
expecting,2,8097
the,2,8097
index,2,8097
to,2,8097
rise,2,8097
marginally,2,8097
to,2,8097
51.9,2,8097
from,2,8097
july,2,8097
's,2,8097
51.2,2,8097
.,2,8097
traders,2,8125
also,2,8125
said,2,8125
japanese,3,8125
investors,2,8125
were,2,8125
unwinding,2,8125
long,2,8125
eurodollar,3,8125
futures,2,8125
/,2,8125
short,2,8125
swaps,2,8125
",",2,8125
and,2,8125
that,2,8125
heavy,2,8125
put,2,8125
buying,2,8125
helped,2,8125
pressure,2,8125
eurodollars,3,8125
to,2,8125
lower,2,8125
levels,2,8125
before,2,8125
the,2,8125
close,2,8125
.,2,8125
one,2,8154
u.s.,6,8154
firm,2,8154
bought,2,8154
"35,000",2,8154
september,2,8154
97,2,8154
mid-curve,2,8154
put,2,8154
options,2,8154
at,2,8154
a,2,8154
strike,2,8154
price,2,8154
of,2,8154
93.25,2,8154
to,2,8154
93.30,2,8154
in,2,8154
the,2,8154
last,2,8154
two,2,8154
sessions,2,8154
",",2,8154
while,2,8154
a,2,8154
french,3,8154
firm,2,8154
bought,2,8154
"4,000",2,8154
september,2,8154
93.30,2,8154
to,2,8154
93.32,2,8154
put,2,8154
spreads,2,8154
.,2,8154
"""",2,8191
even,2,8191
before,2,8191
the,2,8191
data,2,8191
came,2,8191
out,2,8191
",",2,8191
we,2,8191
were,2,8191
seeing,2,8191
put,2,8191
buying,2,8191
",",2,8191
"""",2,8191
one,2,8191
floor,2,8191
trader,2,8191
said,2,8191
.,2,8191
meanwhile,2,8211
",",2,8211
funds,2,8211
were,2,8211
reportedly,2,8211
good,2,8211
sellers,2,8211
of,2,8211
five-year,2,8211
notes,2,8211
.,2,8211
rumors,2,8222
circulated,2,8222
that,2,8222
the,2,8222
federal,7,8222
reserve,8,8222
was,2,8222
buying,2,8222
five-year,2,8222
notes,2,8222
",",2,8222
and,2,8222
that,2,8222
a,2,8222
renowned,2,8222
hedge,2,8222
fund,2,8222
manager,2,8222
was,2,8222
buying,2,8222
10-year,2,8222
notes,2,8222
in,2,8222
the,2,8222
cash,2,8222
markets,2,8222
.,2,8222
however,2,8249
",",2,8249
december,2,8249
t-bonds,2,8249
ended,2,8249
below,2,8249
a,2,8249
major,2,8249
trendline,2,8249
level,2,8249
at,2,8249
106-26/32,2,8249
",",2,8249
as,2,8249
the,2,8249
yield,2,8249
in,2,8249
the,2,8249
cash,2,8249
bond,2,8249
market,2,8249
set,2,8249
its,2,8249
highest,2,8249
monthly,2,8249
close,2,8249
since,2,8249
april,2,8249
1995,2,8249
at,2,8249
7.12,2,8249
percent,2,8249
",",2,8249
one,2,8249
analyst,2,8249
said,2,8249
.,2,8249
december,2,8286
bonds,2,8286
blew,2,8286
through,2,8286
the,2,8286
july,2,8286
30,2,8286
low,2,8286
of,2,8286
107-06/32,2,8286
",",2,8286
even,2,8286
though,2,8286
conditions,2,8286
were,2,8286
slightly,2,8286
oversold,2,8286
",",2,8286
traders,2,8286
said,2,8286
.,2,8286
the,2,8307
december,2,8307
calendar,2,8307
spread,2,8307
continued,2,8307
to,2,8307
widen,2,8307
",",2,8307
also,2,8307
reflecting,2,8307
the,2,8307
market,2,8307
's,2,8307
fear,2,8307
of,2,8307
rising,2,8307
inflation,2,8307
.,2,8307
while,2,8325
the,2,8325
market,2,8325
continues,2,8325
to,2,8325
price-in,2,8325
higher,2,8325
u.s.,6,8325
interest,2,8325
rates,2,8325
",",2,8325
there,2,8325
was,2,8325
little,2,8325
conviction,2,8325
to,2,8325
the,2,8325
theory,2,8325
that,2,8325
the,2,8325
federal,7,8325
reserve,8,8325
would,2,8325
tighten,2,8325
rates,2,8325
before,2,8325
the,2,8325
next,2,8325
federal,7,8325
open,14,8325
market,14,8325
committee,8,8325
meeting,2,8325
on,2,8325
september,2,8325
24,2,8325
.,2,8325
federal,7,8362
reserve,8,8362
governor,2,8362
lawrence,4,8362
lindsey,5,8362
",",2,8362
speaking,2,8362
on,2,8362
u.s.,6,8362
cable,2,8362
television,2,8362
network,2,8362
cnbc,1,8362
",",2,8362
said,2,8362
the,2,8362
u.s.,6,8362
economy,2,8362
appears,2,8362
on,2,8362
balance,2,8362
to,2,8362
be,2,8362
a,2,8362
bit,2,8362
strong,2,8362
",",2,8362
adding,2,8362
the,2,8362
central,2,8362
bank,2,8362
would,2,8362
not,2,8362
curb,2,8362
growth,2,8362
provided,2,8362
inflation,2,8362
remains,2,8362
in,2,8362
check,2,8362
.,2,8362
earlier,2,8403
in,2,8403
the,2,8403
day,2,8403
",",2,8403
fed,1,8403
chairman,2,8403
alan,4,8403
greenspan,5,8403
said,2,8403
at,2,8403
the,2,8403
annual,2,8403
jackson,11,8403
hole,12,8403
symposium,13,8403
that,2,8403
the,2,8403
goal,2,8403
of,2,8403
price,2,8403
stability,2,8403
is,2,8403
within,2,8403
reach,2,8403
for,2,8403
major,2,8403
nations,2,8403
.,2,8403
traders,2,8432
said,2,8432
the,2,8432
fed,1,8432
's,2,8432
decision,2,8432
to,2,8432
adopt,2,8432
a,2,8432
tightening,2,8432
bias,2,8432
at,2,8432
the,2,8432
july,2,8432
fomc,1,8432
meeting,2,8432
has,2,8432
cast,2,8432
more,2,8432
focus,2,8432
on,2,8432
every,2,8432
piece,2,8432
of,2,8432
u.s.,6,8432
economic,2,8432
news,2,8432
.,2,8432
"""",2,8460
the,2,8460
fed,1,8460
's,2,8460
stance,2,8460
has,2,8460
really,2,8460
sensitized,2,8460
us,2,8460
to,2,8460
all,2,8460
this,2,8460
data,2,8460
",",2,8460
"""",2,8460
one,2,8460
analyst,2,8460
said,2,8460
.,2,8460
"""",2,8479
the,2,8479
revisions,2,8479
to,2,8479
gdp,2,8479
",",2,8479
for,2,8479
example,2,8479
",",2,8479
may,2,8479
not,2,8479
have,2,8479
attracted,2,8479
a,2,8479
lot,2,8479
of,2,8479
attention,2,8479
.,2,8479
"""",2,8497
at,2,8497
the,2,8497
end,2,8497
of,2,8497
pit,2,8497
trade,2,8497
",",2,8497
december,2,8497
bonds,2,8497
were,2,8497
off,2,8497
27/32,2,8497
at,2,8497
106-25/32,2,8497
",",2,8497
10-year,2,8497
notes,2,8497
down,2,8497
21/32,2,8497
at,2,8497
105-17/32,2,8497
",",2,8497
munibonds,2,8497
off,2,8497
17/32,2,8497
at,2,8497
111-20/32,2,8497
",",2,8497
december,2,8497
eurodollars,3,8497
were,2,8497
down,2,8497
11,2,8497
bps,2,8497
at,2,8497
93.94,2,8497
",",2,8497
march,2,8497
eurodollars,3,8497
were,2,8497
off,2,8497
13,2,8497
bps,2,8497
at,2,8497
93.72,2,8497
and,2,8497
march,2,8497
t-bills,2,8497
were,2,8497
down,2,8497
12,2,8497
bps,2,8497
at,2,8497
94.33,2,8497
.,2,8497
-docstart-,2,8553
douglas,7,8553
&,14,8553
lomason,8,8553
shares,2,8553
rise,2,8553
on,2,8553
merger,2,8553
.,2,8553
farmington,15,8562
hills,16,8562
",",2,8562
mich,6,8562
.,2,8562
1996-08-30,2,8567
shares,2,8567
of,2,8567
douglas,7,8567
&,14,8567
lomason,14,8567
co,8,8567
were,2,8567
up,2,8567
4-1/2,2,8567
at,2,8567
30-5/8,2,8567
friday,2,8567
afternoon,2,8567
after,2,8567
thursday,2,8567
's,2,8567
announcement,2,8567
that,2,8567
the,2,8567
vehicle,2,8567
seat,2,8567
maker,2,8567
had,2,8567
agreed,2,8567
to,2,8567
be,2,8567
acquired,2,8567
by,2,8567
magna,7,8567
international,14,8567
inc,8,8567
for,2,8567
$,2,8567
31,2,8567
a,2,8567
share,2,8567
",",2,8567
or,2,8567
$,2,8567
135,2,8567
million,2,8567
.,2,8567
magna,1,8610
was,2,8610
up,2,8610
1/8,2,8610
to,2,8610
48-1/4,2,8610
on,2,8610
the,2,8610
new,7,8610
york,14,8610
stock,14,8610
exchange,8,8610
.,2,8610
douglas,7,8623
&,14,8623
lomason,8,8623
has,2,8623
4.45,2,8623
million,2,8623
common,2,8623
shares,2,8623
outstanding,2,8623
",",2,8623
some,2,8623
of,2,8623
which,2,8623
are,2,8623
option,2,8623
shares,2,8623
to,2,8623
be,2,8623
purchased,2,8623
at,2,8623
exercise,2,8623
prices,2,8623
less,2,8623
than,2,8623
the,2,8623
$,2,8623
31,2,8623
offered,2,8623
price,2,8623
.,2,8623
the,2,8653
acquisition,2,8653
will,2,8653
beef,2,8653
up,2,8653
markham,1,8653
",",2,8653
ontario-based,3,8653
magna,1,8653
's,2,8653
north,11,8653
american,13,8653
car,2,8653
and,2,8653
truck,2,8653
seating,2,8653
business,2,8653
",",2,8653
allowing,2,8653
it,2,8653
to,2,8653
better,2,8653
compete,2,8653
with,2,8653
johnson,7,8653
controls,14,8653
