word,type,first_word_of_sentence_id
20,2,7985
16,2,7985
oviedo,1,7985
15,2,7985
4,2,7985
4,2,7985
7,2,7985
17,2,7985
21,2,7985
16,2,7985
sporting,1,7985
gijon,2,7985
15,2,7985
4,2,7985
4,2,7985
7,2,7985
15,2,7985
22,2,7985
16,2,7985
logrones,1,7985
15,2,7985
4,2,7985
3,2,7985
8,2,7985
11,2,7985
33,2,7985
15,2,7985
zaragoza,1,7985
15,2,7985
2,2,7985
8,2,7985
5,2,7985
18,2,7985
23,2,7985
14,2,7985
sevilla,1,7985
15,2,7985
4,2,7985
2,2,7985
9,2,7985
13,2,7985
20,2,7985
14,2,7985
compostela,1,7985
15,2,7985
3,2,7985
4,2,7985
8,2,7985
13,2,7985
28,2,7985
13,2,7985
hercules,1,7985
15,2,7985
2,2,7985
2,2,7985
11,2,7985
11,2,7985
29,2,7985
8,2,7985
extremadura,1,7985
15,2,7985
1,2,7985
3,2,7985
11,2,7985
8,2,7985
30,2,7985
6,2,7985
-docstart-,2,7985
soccer,2,7985
-,2,7985
spain,6,7985
pick,2,7985
uncapped,2,7985
armando,10,7985
for,2,7985
world,11,7985
cup,13,7985
clash,2,7985
.,2,7985
madrid,6,8203
1996-12-06,2,8203
spain,6,8203
coach,2,8203
javier,4,8203
clemente,5,8203
has,2,8203
added,2,8203
uncapped,2,8203
deportivo,7,8203
coruna,8,8203
midfielder,2,8203
armando,4,8203
alvarez,5,8203
to,2,8203
his,2,8203
squad,2,8203
for,2,8203
the,2,8203
world,11,8203
cup,13,8203
qualifier,2,8203
against,2,8203
yugoslavia,6,8203
on,2,8203
december,2,8203
14,2,8203
.,2,8203
"""",2,8231
i,2,8231
do,2,8231
n't,2,8231
believe,2,8231
it,2,8231
...,2,8231
i,2,8231
thought,2,8231
it,2,8231
was,2,8231
a,2,8231
joke,2,8231
",",2,8231
"""",2,8231
said,2,8231
armando,10,8231
who,2,8231
replaces,2,8231
injured,2,8231
atletico,7,8231
madrid,8,8231
playmaker,2,8231
jose,4,8231
luis,9,8231
caminero,5,8231
.,2,8231
-docstart-,2,8258
soccer,2,8258
-,2,8258
fifa,1,8258
boss,2,8258
havelange,10,8258
stands,2,8258
by,2,8258
weah,10,8258
.,2,8258
rome,6,8268
1996-12-06,2,8268
fifa,1,8268
chairman,2,8268
joao,4,8268
havelange,5,8268
said,2,8268
on,2,8268
friday,2,8268
he,2,8268
would,2,8268
personally,2,8268
present,2,8268
ac,7,8268
milan,8,8268
george,4,8268
weah,5,8268
with,2,8268
world,2,8268
soccer,2,8268
's,2,8268
fair,2,8268
play,2,8268
award,2,8268
despite,2,8268
the,2,8268
striker,2,8268
's,2,8268
attack,2,8268
on,2,8268
porto,1,8268
captain,2,8268
jorge,4,8268
costa,5,8268
.,2,8268
in,2,8303
an,2,8303
interview,2,8303
with,2,8303
the,2,8303
italian,3,8303
newspaper,2,8303
gazzetta,7,8303
dello,14,8303
sport,8,8303
",",2,8303
he,2,8303
was,2,8303
quoted,2,8303
as,2,8303
saying,2,8303
weah,10,8303
had,2,8303
been,2,8303
provoked,2,8303
into,2,8303
the,2,8303
assault,2,8303
which,2,8303
left,2,8303
costa,10,8303
with,2,8303
a,2,8303
broken,2,8303
nose,2,8303
.,2,8303
"""",2,8334
fifa,1,8334
has,2,8334
named,2,8334
the,2,8334
liberian,3,8334
for,2,8334
its,2,8334
1996,2,8334
fair,2,8334
play,2,8334
award,2,8334
and,2,8334
it,2,8334
is,2,8334
not,2,8334
going,2,8334
to,2,8334
change,2,8334
its,2,8334
decision,2,8334
",",2,8334
"""",2,8334
havelange,10,8334
said,2,8334
.,2,8334
"""",2,8360
a,2,8360
reaction,2,8360
",",2,8360
provoked,2,8360
",",2,8360
cannot,2,8360
erase,2,8360
10,2,8360
years,2,8360
of,2,8360
loyalty,2,8360
everywhere,2,8360
and,2,8360
in,2,8360
every,2,8360
competition,2,8360
.,2,8360
"""",2,8378
i,2,8378
will,2,8378
be,2,8378
happy,2,8378
to,2,8378
give,2,8378
him,2,8378
the,2,8378
award,2,8378
personally,2,8378
on,2,8378
january,2,8378
20,2,8378
in,2,8378
lisbon,6,8378
and,2,8378
i,2,8378
'm,2,8378
confident,2,8378
that,2,8378
costa,10,8378
himself,2,8378
will,2,8378
be,2,8378
there,2,8378
beside,2,8378
me,2,8378
on,2,8378
that,2,8378
day,2,8378
to,2,8378
shake,2,8378
his,2,8378
hand,2,8378
.,2,8378
"""",2,8414
weah,10,8414
was,2,8414
suspended,2,8414
for,2,8414
one,2,8414
match,2,8414
by,2,8414
uefa,1,8414
",",2,8414
european,3,8414
soccer,2,8414
's,2,8414
governing,2,8414
body,2,8414
",",2,8414
pending,2,8414
a,2,8414
fuller,2,8414
investigation,2,8414
.,2,8414
the,2,8435
incident,2,8435
took,2,8435
place,2,8435
in,2,8435
the,2,8435
players,2,8435
',2,8435
tunnel,2,8435
after,2,8435
a,2,8435
european,11,8435
champions,12,8435
',12,8435
league,13,8435
match,2,8435
on,2,8435
november,2,8435
20,2,8435
.,2,8435
weah,10,8455
has,2,8455
admitted,2,8455
head,2,8455
butting,2,8455
costa,10,8455
but,2,8455
said,2,8455
he,2,8455
reacted,2,8455
to,2,8455
racist,2,8455
taunts,2,8455
.,2,8455
he,2,8469
has,2,8469
offered,2,8469
to,2,8469
apologise,2,8469
if,2,8469
costa,10,8469
acknowledges,2,8469
the,2,8469
provocation,2,8469
.,2,8469
costa,10,8480
",",2,8480
who,2,8480
needed,2,8480
surgery,2,8480
on,2,8480
his,2,8480
nose,2,8480
",",2,8480
has,2,8480
not,2,8480
accepted,2,8480
the,2,8480
offer,2,8480
and,2,8480
was,2,8480
reported,2,8480
to,2,8480
be,2,8480
considering,2,8480
suing,2,8480
weah,10,8480
.,2,8480
weah,10,8503
served,2,8503
out,2,8503
his,2,8503
suspension,2,8503
during,2,8503
milan,1,8503
's,2,8503
2-1,2,8503
home,2,8503
defeat,2,8503
by,2,8503
rosenborg,1,8503
of,2,8503
norway,6,8503
on,2,8503
wednesday,2,8503
.,2,8503
the,2,8521
defeat,2,8521
put,2,8521
the,2,8521
italians,3,8521
out,2,8521
of,2,8521
the,2,8521
europoean,11,8521
cup,13,8521
.,2,8521
-docstart-,2,8532
gunmen,2,8532
wound,2,8532
two,2,8532
manchester,7,8532
united,8,8532
fans,2,8532
in,2,8532
austria,6,8532
.,2,8532
vienna,6,8542
1996-12-06,2,8542
two,2,8542
manchester,7,8542
united,8,8542
soccer,2,8542
fans,2,8542
were,2,8542
wounded,2,8542
by,2,8542
unidentified,2,8542
gunmen,2,8542
on,2,8542
friday,2,8542
and,2,8542
taken,2,8542
to,2,8542
hospital,2,8542
in,2,8542
the,2,8542
austrian,3,8542
capital,2,8542
",",2,8542
police,2,8542
said,2,8542
.,2,8542
"""",2,8568
the,2,8568
four,2,8568
britons,3,8568
were,2,8568
shot,2,8568
at,2,8568
from,2,8568
a,2,8568
mercedes,3,8568
car,2,8568
at,2,8568
around,2,8568
1,2,8568
a.m.,2,8568
",",2,8568
"""",2,8568
a,2,8568
spokeswoman,2,8568
told,2,8568
reuters,1,8568
.,2,8568
the,2,8590
two,2,8590
men,2,8590
were,2,8590
hit,2,8590
in,2,8590
the,2,8590
pelvis,2,8590
and,2,8590
leg,2,8590
.,2,8590
police,2,8601
said,2,8601
their,2,8601
lives,2,8601
were,2,8601
not,2,8601
in,2,8601
danger,2,8601
.,2,8601
the,2,8610
fans,2,8610
",",2,8610
in,2,8610
austria,6,8610
to,2,8610
watch,2,8610
their,2,8610
team,2,8610
play,2,8610
rapid,7,8610
vienna,8,8610
last,2,8610
wednesday,2,8610
",",2,8610
may,2,8610
have,2,8610
been,2,8610
involved,2,8610
in,2,8610
a,2,8610
pub,2,8610
brawl,2,8610
earlier,2,8610
",",2,8610
the,2,8610
spokeswoman,2,8610
said,2,8610
.,2,8610
manchester,7,8639
united,8,8639
won,2,8639
2-0,2,8639
.,2,8639
-docstart-,2,8644
soccer,2,8644
-,2,8644
italian,3,8644
first,2,8644
division,2,8644
matches,2,8644
this,2,8644
weekend,2,8644
.,2,8644
rome,6,8654
1996-12-06,2,8654
italian,3,8654
serie,11,8654
a,13,8654
games,2,8654
to,2,8654
be,2,8654
played,2,8654
on,2,8654
sunday,2,8654
(,2,8654
league,2,8654
positions,2,8654
in,2,8654
parentheses,2,8654
",",2,8654
all,2,8654
kick-,2,8654
off,2,8654
times,2,8654
gmt,3,8654
),2,8654
:,2,8654
bologna,1,8654
(,2,8654
4,2,8654
),2,8654
v,2,8654
piacenza,1,8654
(,2,8654
13,2,8654
),2,8654
1330,2,8654
along,2,8654
with,2,8654
leaders,2,8654
vicenza,1,8654
",",2,8654
fourth-placed,2,8654
bologna,1,8654
represent,2,8654
the,2,8654
biggest,2,8654
surprise,2,8654
of,2,8654
this,2,8654
italian,3,8654
autumn,2,8654
.,2,8654
led,2,8704
as,2,8704
usual,2,8704
by,2,8704
swede,3,8704
kennet,4,8704
andersson,5,8704
and,2,8704
russian,3,8704
igor,4,8704
kolyvanov,5,8704
in,2,8704
attack,2,8704
",",2,8704
bologna,1,8704
can,2,8704
expect,2,8704
a,2,8704
tough,2,8704
home,2,8704
match,2,8704
against,2,8704
a,2,8704
piacenza,1,8704
side,2,8704
still,2,8704
exultant,2,8704
after,2,8704
a,2,8704
3-2,2,8704
league,2,8704
win,2,8704
over,2,8704
ac,7,8704
milan,8,8704
last,2,8704
sunday,2,8704
.,2,8704
cagliari,1,8742
(,2,8742
16,2,8742
),2,8742
v,2,8742
reggiana,1,8742
(,2,8742
18,2,8742
),2,8742
1530,2,8742
cagliari,1,8742
start,2,8742
favourite,2,8742
in,2,8742
this,2,8742
relegation,2,8742
scrap,2,8742
following,2,8742
draws,2,8742
with,2,8742
napoli,1,8742
and,2,8742
inter,1,8742
in,2,8742
last,2,8742
two,2,8742
outings,2,8742
but,2,8742
will,2,8742
be,2,8742
without,2,8742
suspended,2,8742
swiss,3,8742
defender,2,8742
ramon,4,8742
vega,5,8742
.,2,8742
bottom,2,8779
team,2,8779
reggiana,1,8779
are,2,8779
also,2,8779
without,2,8779
a,2,8779
suspended,2,8779
defender,2,8779
",",2,8779
german,3,8779
dietmar,4,8779
beiersdorfer,5,8779
.,2,8779
fiorentina,1,8793
(,2,8793
10,2,8793
),2,8793
v,2,8793
perugia,1,8793
(,2,8793
8,2,8793
),2,8793
1330,2,8793
fiorentina,1,8793
will,2,8793
be,2,8793
without,2,8793
three,2,8793
suspended,2,8793
players,2,8793
--,2,8793
defenders,2,8793
daniele,4,8793
carnasciali,5,8793
and,2,8793
lorenzo,4,8793
amoruso,5,8793
and,2,8793
midfielder,2,8793
emiliano,4,8793
bigica,5,8793
--,2,8793
for,2,8793
a,2,8793
difficult,2,8793
home,2,8793
match,2,8793
against,2,8793
unpredictable,2,8793
",",2,8793
attack-oriented,2,8793
perugia,1,8793
led,2,8793
by,2,8793
in-form,2,8793
croat,3,8793
striker,2,8793
milan,4,8793
rapajic,5,8793
and,2,8793
the,2,8793
experienced,2,8793
fausto,4,8793
pizzi,5,8793
.,2,8793
lazio,1,8845
(,2,8845
12,2,8845
),2,8845
v,2,8845
as,7,8845
roma,8,8845
(,2,8845
7,2,8845
),2,8845
1930,2,8845
poor,2,8845
man,2,8845
's,2,8845
roman,3,8845
derby,2,8845
in,2,8845
what,2,8845
has,2,8845
been,2,8845
a,2,8845
miserable,2,8845
season,2,8845
for,2,8845
both,2,8845
rome,6,8845
teams,2,8845
",",2,8845
already,2,8845
eliminated,2,8845
from,2,8845
the,2,8845
italian,3,8845
and,2,8845
uefa,11,8845
cups,13,8845
.,2,8845
lazio,1,8882
have,2,8882
injury,2,8882
doubts,2,8882
about,2,8882
striker,2,8882
pierluigi,4,8882
casiraghi,5,8882
",",2,8882
czech,6,8882
midfielder,2,8882
pavel,4,8882
nedved,5,8882
and,2,8882
defender,2,8882
paolo,4,8882
negro,5,8882
",",2,8882
while,2,8882
roma,1,8882
present,2,8882
a,2,8882
full,2,8882
strength,2,8882
side,2,8882
led,2,8882
by,2,8882
argentine,3,8882
abel,4,8882
balbo,5,8882
",",2,8882
marco,4,8882
delvecchio,5,8882
and,2,8882
francesco,4,8882
totti,5,8882
in,2,8882
attack,2,8882
.,2,8882
ac,7,8921
milan,8,8921
(,2,8921
9,2,8921
),2,8921
v,2,8921
udinese,1,8921
(,2,8921
11,2,8921
),2,8921
1330,2,8921
can,2,8921
milan,1,8921
sink,2,8921
any,2,8921
further,2,8921
?,2,8921
following,2,8921
their,2,8921
midweek,2,8921
champions,11,8921
',12,8921
league,13,8921
elimination,2,8921
by,2,8921
norwegian,3,8921
side,2,8921
rosenborg,1,8921
",",2,8921
a,2,8921
morale-boosting,2,8921
win,2,8921
is,2,8921
badly,2,8921
needed,2,8921
.,2,8921
liberian,3,8957
striker,2,8957
george,4,8957
weah,5,8957
makes,2,8957
a,2,8957
welcome,2,8957
return,2,8957
for,2,8957
milan,1,8957
alongside,2,8957
roberto,4,8957
baggio,5,8957
",",2,8957
with,2,8957
montenegrin,3,8957
dejan,4,8957
savicevic,5,8957
in,2,8957
midfield,2,8957
.,2,8957
good,2,8978
news,2,8978
for,2,8978
milan,1,8978
is,2,8978
that,2,8978
udinese,1,8978
's,2,8978
german,3,8978
striker,2,8978
oliver,4,8978
bierhoff,5,8978
is,2,8978
out,2,8978
through,2,8978
injury,2,8978
.,2,8978
napoli,1,8995
(,2,8995
5,2,8995
),2,8995
v,2,8995
verona,1,8995
(,2,8995
17,2,8995
),2,8995
1330,2,8995
in-form,2,8995
napoli,1,8995
should,2,8995
prove,2,8995
too,2,8995
strong,2,8995
for,2,8995
second,2,8995
from,2,8995
bottom,2,8995
verona,1,8995
despite,2,8995
the,2,8995
absence,2,8995
of,2,8995
their,2,8995
suspended,2,8995
argentine,3,8995
defender,2,8995
roberto,4,8995
ayala,5,8995
.,2,8995
verona,1,9027
's,2,9027
slim,2,9027
chances,2,9027
have,2,9027
been,2,9027
further,2,9027
reduced,2,9027
by,2,9027
a,2,9027
knee,2,9027
injury,2,9027
to,2,9027
their,2,9027
experienced,2,9027
midfielder,2,9027
eugenio,4,9027
corini,5,9027
.,2,9027
parma,1,9046
(,2,9046
14,2,9046
),2,9046
v,2,9046
atlalanta,1,9046
(,2,9046
15,2,9046
),2,9046
1330,2,9046
parma,1,9046
may,2,9046
field,2,9046
new,2,9046
signing,2,9046
",",2,9046
croat,3,9046
midfielder,2,9046
mario,4,9046
stanic,5,9046
",",2,9046
in,2,9046
an,2,9046
attempt,2,9046
to,2,9046
lift,2,9046
a,2,9046
miserable,2,9046
season,2,9046
which,2,9046
has,2,9046
seen,2,9046
them,2,9046
go,2,9046
without,2,9046
a,2,9046
win,2,9046
since,2,9046
a,2,9046
1-0,2,9046
triumph,2,9046
over,2,9046
cagliari,1,9046
eight,2,9046
weeks,2,9046
ago,2,9046
.,2,9046
parma,1,9093
's,2,9093
french,3,9093
midfielder,2,9093
daniel,4,9093
bravo,5,9093
and,2,9093
defender,2,9093
fabio,4,9093
cannavaro,5,9093
are,2,9093
suspended,2,9093
while,2,9093
argentine,3,9093
nestor,4,9093
sensini,5,9093
is,2,9093
out,2,9093
through,2,9093
injury,2,9093
.,2,9093
atalanta,1,9114
look,2,9114
to,2,9114
filippo,4,9114
inzaghi,5,9114
",",2,9114
scorer,2,9114
of,2,9114
eight,2,9114
goals,2,9114
.,2,9114
sampdoria,1,9125
(,2,9125
6,2,9125
),2,9125
v,2,9125
juventus,1,9125
(,2,9125
3,2,9125
),2,9125
1330,2,9125
all-conquering,2,9125
juventus,1,9125
field,2,9125
their,2,9125
most,2,9125
recent,2,9125
signing,2,9125
",",2,9125
portuguese,3,9125
defender,2,9125
dimas,10,9125
",",2,9125
while,2,9125
alessandro,4,9125
del,9,9125
piero,5,9125
and,2,9125
croat,3,9125
alen,4,9125
boksic,5,9125
lead,2,9125
the,2,9125
attack,2,9125
.,2,9125
the,2,9159
new,2,9159
world,2,9159
club,2,9159
champions,2,9159
may,2,9159
prove,2,9159
too,2,9159
strong,2,9159
for,2,9159
a,2,9159
sampdoria,1,9159
side,2,9159
led,2,9159
by,2,9159
captain,2,9159
roberto,4,9159
mancini,5,9159
but,2,9159
missing,2,9159
injured,2,9159
french,3,9159
midfielder,2,9159
pierre,4,9159
laigle,5,9159
.,2,9159
vicenza,1,9185
(,2,9185
1,2,9185
),2,9185
v,2,9185
internazionale,1,9185
(,2,9185
2,2,9185
),2,9185
1330,2,9185
not,2,9185
exactly,2,9185
a,2,9185
clash,2,9185
of,2,9185
the,2,9185
titans,2,9185
but,2,9185
an,2,9185
intriuguing,2,9185
match,2,9185
nonetheless,2,9185
.,2,9185
full,2,9208
strength,2,9208
vicenza,1,9208
",",2,9208
led,2,9208
by,2,9208
uruguayan,3,9208
marcelo,4,9208
otero,5,9208
",",2,9208
may,2,9208
continue,2,9208
their,2,9208
surprise,2,9208
run,2,9208
at,2,9208
the,2,9208
top,2,9208
against,2,9208
an,2,9208
inter,1,9208
side,2,9208
that,2,9208
has,2,9208
been,2,9208
less,2,9208
than,2,9208
impressive,2,9208
in,2,9208
three,2,9208
successive,2,9208
home,2,9208
draws,2,9208
.,2,9208
inter,1,9242
will,2,9242
be,2,9242
without,2,9242
suspended,2,9242
french,3,9242
defender,2,9242
joceyln,4,9242
angloma,5,9242
and,2,9242
injured,2,9242
chilean,3,9242
striker,2,9242
ivan,4,9242
zamorano,5,9242
.,2,9242
-docstart-,2,9258
basketball,2,9258
-,2,9258
euroleague,3,9258
result,2,9258
.,2,9258
brussels,6,9264
1996-12-06,2,9264
result,2,9264
of,2,9264
a,2,9264
euroleague,3,9264
basketball,2,9264
match,2,9264
on,2,9264
thursday,2,9264
:,2,9264
group,2,9264
b,2,9264
in,2,9264
charleroi,6,9264
:,2,9264
charleroi,1,9264
(,2,9264
belgium,6,9264
),2,9264
75,2,9264
estudiantes,7,9264
madrid,8,9264
(,2,9264
spain,6,9264
),2,9264
82,2,9264
(,2,9264
34-35,2,9264
),2,9264
leading,2,9264
scorers,2,9264
:,2,9264
charleroi,1,9264
-,2,9264
eric,4,9264
cleymans,5,9264
18,2,9264
",",2,9264
ron,4,9264
ellis,5,9264
18,2,9264
",",2,9264
jacques,4,9264
stas,5,9264
14,2,9264
estudiantes,1,9264
-,2,9264
harper,4,9264
williams,5,9264
20,2,9264
",",2,9264
chadler,4,9264
thompson,5,9264
17,2,9264
",",2,9264
juan,4,9264
aisa,5,9264
14,2,9264
group,2,9264
d,2,9264
in,2,9264
belgrade,6,9264
:,2,9264
partizan,7,9264
belgrade,8,9264
(,2,9264
yugoslavia,6,9264
),2,9264
78,2,9264
kinder,7,9264
bologna,8,9264
(,2,9264
italy,6,9264
),2,9264
70,2,9264
(,2,9264
halftime,2,9264
44-35,2,9264
),2,9264
leading,2,9264
scorers,2,9264
:,2,9264
partizan,1,9264
-,2,9264
dejan,4,9264
koturovic,5,9264
21,2,9264
kinder,2,9264
-,2,9264
zoran,4,9264
savic,5,9264
18,2,9264
-docstart-,2,9264
squash,2,9264
-,2,9264
eyles,10,9264
within,2,9264
sight,2,9264
of,2,9264
fifth,2,9264
title,2,9264
of,2,9264
year,2,9264
.,2,9264
bombay,6,9369
",",2,9369
india,6,9369
1996-12-06,2,9369
world,2,9369
number,2,9369
two,2,9369
rodney,4,9369
eyles,5,9369
moved,2,9369
within,2,9369
sight,2,9369
of,2,9369
his,2,9369
fifth,2,9369
title,2,9369
of,2,9369
the,2,9369
year,2,9369
on,2,9369
friday,2,9369
when,2,9369
he,2,9369
hurried,2,9369
in,2,9369
only,2,9369
40,2,9369
minutes,2,9369
to,2,9369
the,2,9369
final,2,9369
of,2,9369
the,2,9369
richest,2,9369
squash,2,9369
tournament,2,9369
outside,2,9369
the,2,9369
world,11,9369
open,13,9369
",",2,9369
the,2,9369
$,2,9369
"105,000",2,9369
mahindra,11,9369
international,13,9369
.,2,9369
the,2,9416
australian,3,9416
brushed,2,9416
aside,2,9416
unseeded,2,9416
englishman,3,9416
mark,4,9416
cairns,5,9416
15-7,2,9416
15-6,2,9416
15-8,2,9416
.,2,9416
top-seeded,2,9428
eyles,10,9428
now,2,9428
meets,2,9428
titleholder,2,9428
peter,4,9428
nicol,5,9428
of,2,9428
scotland,6,9428
who,2,9428
overcame,2,9428
simon,4,9428
parke,5,9428
of,2,9428
england,6,9428
15-7,2,9428
15-12,2,9428
15-12,2,9428
.,2,9428
nicol,10,9447
was,2,9447
full,2,9447
of,2,9447
praise,2,9447
for,2,9447
his,2,9447
opponent,2,9447
who,2,9447
has,2,9447
battled,2,9447
testicular,2,9447
cancer,2,9447
to,2,9447
return,2,9447
to,2,9447
the,2,9447
circuit,2,9447
.,2,9447
"""",2,9466
he,2,9466
's,2,9466
a,2,9466
remarkably,2,9466
courageous,2,9466
player,2,9466
",",2,9466
"""",2,9466
said,2,9466
nicol,10,9466
.,2,9466
-docstart-,2,9478
squash,2,9478
-,2,9478
mahindra,11,9478
international,13,9478
semifinal,2,9478
results,2,9478
.,2,9478
bombay,6,9486
",",2,9486
india,6,9486
1996-12-06,2,9486
results,2,9486
of,2,9486
semifinals,2,9486
in,2,9486
the,2,9486
mahindra,11,9486
international,13,9486
squash,2,9486
tournament,2,9486
on,2,9486
friday,2,9486
:,2,9486
peter,4,9486
nicol,5,9486
(,2,9486
scotland,6,9486
),2,9486
beat,2,9486
simon,4,9486
parke,5,9486
(,2,9486
england,6,9486
),2,9486
15-7,2,9486
15-12,2,9486
15-12,2,9486
rodney,4,9486
eyles,5,9486
(,2,9486
australia,6,9486
),2,9486
beat,2,9486
mark,4,9486
cairns,5,9486
(,2,9486
england,6,9486
),2,9486
15-7,2,9486
15-6,2,9486
15-8,2,9486
.,2,9486
final,2,9531
:,2,9531
nicol,10,9531
v,2,9531
eyles,10,9531
",",2,9531
on,2,9531
saturday,2,9531
.,2,9531
-docstart-,2,9540
gunmen,2,9540
kill,2,9540
four,2,9540
in,2,9540
s.africa,3,9540
's,2,9540
zulu,3,9540
province,2,9540
.,2,9540
durban,10,9550
",",2,9550
south,15,9550
africa,16,9550
1996-12-06,2,9550
at,2,9550
least,2,9550
four,2,9550
people,2,9550
have,2,9550
been,2,9550
shot,2,9550
dead,2,9550
in,2,9550
two,2,9550
suspected,2,9550
political,2,9550
attacks,2,9550
in,2,9550
south,15,9550
africa,16,9550
's,2,9550
volatile,2,9550
zulu,3,9550
heartland,2,9550
",",2,9550
police,2,9550
said,2,9550
on,2,9550
friday,2,9550
.,2,9550
a,2,9581
police,2,9581
spokesman,2,9581
said,2,9581
two,2,9581
youths,2,9581
believed,2,9581
to,2,9581
be,2,9581
supporters,2,9581
of,2,9581
president,2,9581
nelson,4,9581
mandela,5,9581
's,2,9581
african,7,9581
national,14,9581
congress,8,9581
(,2,9581
anc,1,9581
),2,9581
had,2,9581
been,2,9581
killed,2,9581
when,2,9581
unknown,2,9581
gunmen,2,9581
opened,2,9581
fire,2,9581
at,2,9581
the,2,9581
rural,2,9581
settlement,2,9581
of,2,9581
izingolweni,6,9581
on,2,9581
kwazulu-natal,6,9581
province,2,9581
's,2,9581
south,2,9581
coast,2,9581
on,2,9581
thursday,2,9581
night,2,9581
.,2,9581
the,2,9626
victims,2,9626
were,2,9626
18,2,9626
and,2,9626
20,2,9626
",",2,9626
he,2,9626
said,2,9626
",",2,9626
adding,2,9626
one,2,9626
other,2,9626
youth,2,9626
had,2,9626
been,2,9626
wounded,2,9626
in,2,9626
the,2,9626
shooting,2,9626
.,2,9626
in,2,9647
another,2,9647
attack,2,9647
",",2,9647
also,2,9647
on,2,9647
the,2,9647
province,2,9647
's,2,9647
south,2,9647
coast,2,9647
on,2,9647
thursday,2,9647
night,2,9647
",",2,9647
two,2,9647
men,2,9647
were,2,9647
shot,2,9647
dead,2,9647
near,2,9647
umkomaas,6,9647
.,2,9647
"""",2,9670
we,2,9670
suspect,2,9670
that,2,9670
these,2,9670
killings,2,9670
are,2,9670
linked,2,9670
to,2,9670
politics,2,9670
",",2,9670
"""",2,9670
spokesman,2,9670
bala,4,9670
naidoo,5,9670
told,2,9670
reuters,1,9670
.,2,9670
there,2,9688
had,2,9688
been,2,9688
no,2,9688
arrests,2,9688
.,2,9688
the,2,9694
killings,2,9694
came,2,9694
just,2,9694
hours,2,9694
after,2,9694
violence,2,9694
monitors,2,9694
said,2,9694
they,2,9694
were,2,9694
not,2,9694
optimistic,2,9694
of,2,9694
a,2,9694
peaceful,2,9694
festive,2,9694
season,2,9694
in,2,9694
kwazulu-natal,6,9694
and,2,9694
pointed,2,9694
the,2,9694
south,2,9694
coast,2,9694
region,2,9694
where,2,9694
18,2,9694
people,2,9694
were,2,9694
massacred,2,9694
last,2,9694
christmas,2,9694
as,2,9694
one,2,9694
of,2,9694
potential,2,9694
hot,2,9694
spots,2,9694
.,2,9694
they,2,9734
said,2,9734
the,2,9734
recent,2,9734
lull,2,9734
in,2,9734
political,2,9734
feuding,2,9734
could,2,9734
be,2,9734
upset,2,9734
as,2,9734
thousands,2,9734
of,2,9734
migrant,2,9734
workers,2,9734
",",2,9734
some,2,9734
tense,2,9734
with,2,9734
grudges,2,9734
brewed,2,9734
in,2,9734
the,2,9734
cities,2,9734
and,2,9734
keen,2,9734
to,2,9734
settle,2,9734
old,2,9734
scores,2,9734
",",2,9734
flock,2,9734
back,2,9734
to,2,9734
their,2,9734
home,2,9734
villages,2,9734
.,2,9734
more,2,9773
than,2,9773
"14,000",2,9773
people,2,9773
have,2,9773
lost,2,9773
their,2,9773
lives,2,9773
in,2,9773
over,2,9773
a,2,9773
decade,2,9773
of,2,9773
political,2,9773
turf,2,9773
wars,2,9773
between,2,9773
the,2,9773
anc,1,9773
and,2,9773
zulu,3,9773
chief,2,9773
mangosuthu,4,9773
buthelezi,5,9773
's,2,9773
inkatha,7,9773
freedom,14,9773
party,8,9773
in,2,9773
the,2,9773
province,2,9773
.,2,9773
-docstart-,2,9805
havel,10,9805
praises,2,9805
czech,3,9805
native,2,9805
albright,10,9805
as,2,9805
friend,2,9805
.,2,9805
klara,4,9814
gajduskova,5,9814
prague,6,9814
1996-12-06,2,9814
czech,6,9814
president,2,9814
vaclav,4,9814
havel,5,9814
on,2,9814
friday,2,9814
welcomed,2,9814
the,2,9814
appointment,2,9814
of,2,9814
madeleine,4,9814
albright,5,9814
",",2,9814
who,2,9814
is,2,9814
of,2,9814
czech,6,9814
extraction,2,9814
",",2,9814
as,2,9814
the,2,9814
united,15,9814
states,16,9814
',2,9814
first,2,9814
woman,2,9814
secretary,2,9814
of,2,9814
state,2,9814
.,2,9814
in,2,9848
a,2,9848
statement,2,9848
havel,10,9848
",",2,9848
who,2,9848
is,2,9848
recovering,2,9848
from,2,9848
cancer,2,9848
surgery,2,9848
",",2,9848
said,2,9848
:,2,9848
"""",2,9848
madeleine,4,9848
albright,5,9848
is,2,9848
a,2,9848
distinguished,2,9848
friend,2,9848
",",2,9848
a,2,9848
tested,2,9848
diplomat,2,9848
",",2,9848
and,2,9848
a,2,9848
true,2,9848
american,3,9848
of,2,9848
fine,2,9848
origins,2,9848
.,2,9848
"""",2,9882
"""",2,9882
i,2,9882
look,2,9882
forward,2,9882
to,2,9882
continuing,2,9882
our,2,9882
good,2,9882
relations,2,9882
...,2,9882
with,2,9882
the,2,9882
united,15,9882
states,16,9882
and,2,9882
with,2,9882
the,2,9882
first,2,9882
woman,2,9882
ever,2,9882
to,2,9882
hold,2,9882
the,2,9882
position,2,9882
of,2,9882
secretary,2,9882
of,2,9882
state,2,9882
.,2,9882
i,2,9912
wish,2,9912
her,2,9912
well,2,9912
",",2,9912
"""",2,9912
havel,10,9912
said,2,9912
in,2,9912
a,2,9912
