word,type,first_word_of_sentence_id
occurs,2,48576
when,2,48576
the,2,48576
spot,2,48576
price,2,48576
of,2,48576
a,2,48576
metal,2,48576
is,2,48576
higher,2,48576
than,2,48576
the,2,48576
forward,2,48576
price,2,48576
.,2,48576
cniec,1,48593
lent,2,48593
around,2,48593
"85,000",2,48593
tonnes,2,48593
of,2,48593
copper,2,48593
onto,2,48593
the,2,48593
lme,1,48593
between,2,48593
april,2,48593
and,2,48593
june,2,48593
1995,2,48593
on,2,48593
behalf,2,48593
of,2,48593
the,2,48593
state,2,48593
reserve,2,48593
",",2,48593
running,2,48593
the,2,48593
state,2,48593
stockpile,2,48593
down,2,48593
to,2,48593
"115,000",2,48593
tonnes,2,48593
from,2,48593
"200,000",2,48593
tonnes,2,48593
previously,2,48593
.,2,48593
traders,2,48628
in,2,48628
asia,6,48628
said,2,48628
cniec,1,48628
could,2,48628
well,2,48628
have,2,48628
lent,2,48628
it,2,48628
to,2,48628
the,2,48628
market,2,48628
at,2,48628
around,2,48628
us$,3,48628
"2,700",2,48628
a,2,48628
tonne,2,48628
",",2,48628
and,2,48628
then,2,48628
paid,2,48628
somewhere,2,48628
between,2,48628
$,2,48628
"2,200",2,48628
and,2,48628
$,2,48628
"2,400",2,48628
a,2,48628
tonne,2,48628
when,2,48628
it,2,48628
started,2,48628
taking,2,48628
the,2,48628
metal,2,48628
back,2,48628
earlier,2,48628
this,2,48628
year,2,48628
.,2,48628
this,2,48671
would,2,48671
have,2,48671
cleared,2,48671
cniec,1,48671
a,2,48671
healthy,2,48671
profit,2,48671
",",2,48671
which,2,48671
could,2,48671
then,2,48671
have,2,48671
been,2,48671
used,2,48671
to,2,48671
finance,2,48671
storage,2,48671
and,2,48671
other,2,48671
costs,2,48671
.,2,48671
word,2,48693
that,2,48693
cniec,1,48693
had,2,48693
offered,2,48693
the,2,48693
copper,2,48693
to,2,48693
european,3,48693
trading,2,48693
houses,2,48693
in,2,48693
a,2,48693
series,2,48693
of,2,48693
secret,2,48693
meetings,2,48693
unnerved,2,48693
an,2,48693
already,2,48693
jittery,2,48693
market,2,48693
.,2,48693
industry,2,48716
analysts,2,48716
bloomsbury,7,48716
minerals,14,48716
economics,8,48716
(,2,48716
bme,1,48716
),2,48716
said,2,48716
on,2,48716
wednesday,2,48716
the,2,48716
motivation,2,48716
of,2,48716
the,2,48716
owners,2,48716
of,2,48716
the,2,48716
"85,000",2,48716
tonnes,2,48716
",",2,48716
"""",2,48716
whoever,2,48716
they,2,48716
are,2,48716
",",2,48716
is,2,48716
the,2,48716
most,2,48716
important,2,48716
short-term,2,48716
fundamental,2,48716
"""",2,48716
in,2,48716
an,2,48716
already,2,48716
tight,2,48716
world,2,48716
market,2,48716
.,2,48716
bme,1,48756
repeated,2,48756
in,2,48756
its,2,48756
latest,2,48756
review,2,48756
rumours,2,48756
of,2,48756
involvement,2,48756
by,2,48756
sumitomo,7,48756
corp,8,48756
",",2,48756
with,2,48756
cniec,1,48756
said,2,48756
to,2,48756
be,2,48756
helping,2,48756
the,2,48756
japanese,3,48756
trader,2,48756
unload,2,48756
its,2,48756
copper,2,48756
positions,2,48756
after,2,48756
it,2,48756
revealed,2,48756
in,2,48756
june,2,48756
losses,2,48756
of,2,48756
$,2,48756
1.8,2,48756
billion,2,48756
in,2,48756
a,2,48756
decade,2,48756
of,2,48756
unauthorised,2,48756
deals,2,48756
.,2,48756
sumitomo,1,48799
and,2,48799
cniec,1,48799
have,2,48799
made,2,48799
no,2,48799
comments,2,48799
on,2,48799
the,2,48799
talk,2,48799
and,2,48799
chinese,3,48799
traders,2,48799
said,2,48799
they,2,48799
know,2,48799
nothing,2,48799
of,2,48799
such,2,48799
an,2,48799
arrangement,2,48799
.,2,48799
traders,2,48821
in,2,48821
shanghai,6,48821
said,2,48821
on,2,48821
thursday,2,48821
they,2,48821
were,2,48821
unaware,2,48821
of,2,48821
movements,2,48821
out,2,48821
of,2,48821
the,2,48821
shanghai,6,48821
bonded,2,48821
warehouses,2,48821
.,2,48821
they,2,48839
reported,2,48839
more,2,48839
arrivals,2,48839
that,2,48839
were,2,48839
probably,2,48839
spot,2,48839
purchases,2,48839
.,2,48839
they,2,48849
also,2,48849
expressed,2,48849
concern,2,48849
that,2,48849
the,2,48849
tonnage,2,48849
in,2,48849
bonded,2,48849
warehouses,2,48849
would,2,48849
move,2,48849
onto,2,48849
the,2,48849
domestic,2,48849
market,2,48849
.,2,48849
but,2,48866
these,2,48866
concerns,2,48866
were,2,48866
irrelevant,2,48866
",",2,48866
a,2,48866
singapore,6,48866
trader,2,48866
said,2,48866
",",2,48866
despite,2,48866
a,2,48866
forecast,2,48866
that,2,48866
domestic,2,48866
chinese,3,48866
copper,2,48866
demand,2,48866
could,2,48866
hit,2,48866
one,2,48866
million,2,48866
tonnes,2,48866
this,2,48866
year,2,48866
.,2,48866
as,2,48893
with,2,48893
many,2,48893
commodities,2,48893
",",2,48893
"""",2,48893
there,2,48893
is,2,48893
a,2,48893
desire,2,48893
(,2,48893
by,2,48893
the,2,48893
chinese,3,48893
government,2,48893
),2,48893
to,2,48893
keep,2,48893
a,2,48893
stockpile,2,48893
of,2,48893
the,2,48893
metal,2,48893
",",2,48893
"""",2,48893
he,2,48893
said,2,48893
.,2,48893
"""",2,48921
you,2,48921
do,2,48921
n't,2,48921
keep,2,48921
it,2,48921
to,2,48921
help,2,48921
industry,2,48921
",",2,48921
you,2,48921
keep,2,48921
it,2,48921
in,2,48921
case,2,48921
of,2,48921
emergency,2,48921
.,2,48921
"""",2,48939
--,2,48939
hong,15,48939
kong,16,48939
newsroom,2,48939
(,2,48939
852,2,48939
),2,48939
2843-6470,2,48939
-docstart-,2,48939
companion,7,48939
marble,8,48939
posts,2,48939
1st,2,48939
final,2,48939
result,2,48939
.,2,48939
hong,15,48956
kong,16,48956
1996-08-23,2,48956
year,2,48956
ended,2,48956
march,2,48956
31,2,48956
(,2,48956
in,2,48956
million,2,48956
hk$,3,48956
unless,2,48956
stated,2,48956
),2,48956
shr,2,48956
(,2,48956
h.k.,6,48956
cents,2,48956
),2,48956
14.0,2,48956
dividend,2,48956
(,2,48956
h.k.,6,48956
cents,2,48956
),2,48956
nil,2,48956
exceptional,2,48956
items,2,48956
nil,2,48956
net,2,48956
56.06,2,48956
turnover,2,48956
531.52,2,48956
company,2,48956
name,2,48956
companion,7,48956
marble,8,48956
(,2,48956
holdings,1,48956
),2,48956
ltd,1,48956
books,2,48956
close,2,48956
n,2,48956
/,2,48956
a,2,48956
dividend,2,48956
payable,2,48956
n,2,48956
/,2,48956
a,2,48956
note,2,48956
-,2,48956
marble,2,48956
and,2,48956
granite,2,48956
products,2,48956
distributor,2,48956
companion,7,48956
marble,8,48956
",",2,48956
a,2,48956
spinoff,2,48956
of,2,48956
construction,2,48956
materials,2,48956
concern,2,48956
companion,7,48956
building,14,48956
material,8,48956
(,2,48956
holdings,1,48956
),2,48956
ltd,1,48956
",",2,48956
was,2,48956
listed,2,48956
on,2,48956
the,2,48956
stock,7,48956
exchange,8,48956
on,2,48956
april,2,48956
25,2,48956
",",2,48956
1996,2,48956
.,2,48956
--,2,49043
hong,7,49043
kong,14,49043
news,14,49043
room,8,49043
(,2,49043
852,2,49043
),2,49043
2843,2,49043
6368,2,49043
-docstart-,2,49043
softbank,1,49043
to,2,49043
procure,2,49043
$,2,49043
900,2,49043
mln,2,49043
via,2,49043
forex,2,49043
by,2,49043
sept,2,49043
5,2,49043
.,2,49043
tokyo,6,49066
1996-08-23,2,49066
softbank,7,49066
corp,8,49066
said,2,49066
on,2,49066
friday,2,49066
that,2,49066
it,2,49066
would,2,49066
procure,2,49066
$,2,49066
900,2,49066
million,2,49066
through,2,49066
the,2,49066
foreign,2,49066
exchange,2,49066
market,2,49066
by,2,49066
september,2,49066
5,2,49066
as,2,49066
part,2,49066
of,2,49066
its,2,49066
acquisition,2,49066
of,2,49066
u.s.,6,49066
firm,2,49066
",",2,49066
kingston,7,49066
technology,14,49066
co,8,49066
.,2,49066
"""",2,49101
it,2,49101
is,2,49101
in,2,49101
the,2,49101
contract,2,49101
that,2,49101
we,2,49101
pay,2,49101
(,2,49101
kingston,1,49101
),2,49101
$,2,49101
900,2,49101
million,2,49101
by,2,49101
september,2,49101
5,2,49101
",",2,49101
"""",2,49101
he,2,49101
said,2,49101
",",2,49101
adding,2,49101
that,2,49101
softbank,1,49101
had,2,49101
already,2,49101
started,2,49101
making,2,49101
forward,2,49101
transactions,2,49101
to,2,49101
buy,2,49101
dollars,2,49101
.,2,49101
on,2,49137
august,2,49137
15,2,49137
",",2,49137
computer,2,49137
software,2,49137
retailer,2,49137
softbank,1,49137
said,2,49137
it,2,49137
would,2,49137
buy,2,49137
80,2,49137
percent,2,49137
of,2,49137
kingston,1,49137
",",2,49137
the,2,49137
world,2,49137
's,2,49137
largest,2,49137
maker,2,49137
of,2,49137
memory,2,49137
boards,2,49137
",",2,49137
for,2,49137
about,2,49137
$,2,49137
1.5,2,49137
billion,2,49137
in,2,49137
the,2,49137
latest,2,49137
in,2,49137
a,2,49137
series,2,49137
of,2,49137
high-profile,2,49137
acquisitions,2,49137
it,2,49137
has,2,49137
made,2,49137
in,2,49137
the,2,49137
united,15,49137
states,16,49137
.,2,49137
-docstart-,2,49185
shanghai,7,49185
post,14,49185
and,14,49185
telecomm,8,49185
net,2,49185
down,2,49185
.,2,49185
shanghai,6,49193
1996-08-23,2,49193
half-year,2,49193
ended,2,49193
june,2,49193
30,2,49193
",",2,49193
1996,2,49193
(,2,49193
in,2,49193
millions,2,49193
of,2,49193
yuan,2,49193
unless,2,49193
stated,2,49193
),2,49193
turnover,2,49193
115.259,2,49193
vs,2,49193
123.157,2,49193
net,2,49193
profit,2,49193
20.318,2,49193
vs,2,49193
22.828,2,49193
net,2,49193
asset,2,49193
per,2,49193
share,2,49193
3.02,2,49193
yuan,2,49193
(,2,49193
no,2,49193
comparative,2,49193
figure,2,49193
),2,49193
earnings,2,49193
per,2,49193
share,2,49193
0.14,2,49193
yuan,2,49193
(,2,49193
no,2,49193
comparative,2,49193
figure,2,49193
),2,49193
company,2,49193
name,2,49193
:,2,49193
shanghai,7,49193
posts,14,49193
and,14,49193
telecommunications,14,49193
equipment,14,49193
co,8,49193
note,2,49193
:,2,49193
the,2,49193
figures,2,49193
were,2,49193
unaudited,2,49193
.,2,49193
-docstart-,2,49255
promodes,1,49255
set,2,49255
to,2,49255
sell,2,49255
german,3,49255
assets,2,49255
-,2,49255
paper,2,49255
.,2,49255
paris,6,49265
1996-08-23,2,49265
german,3,49265
retailer,2,49265
promodes,1,49265
is,2,49265
in,2,49265
advanced,2,49265
talks,2,49265
about,2,49265
selling,2,49265
its,2,49265
german,3,49265
assets,2,49265
and,2,49265
the,2,49265
retailer,2,49265
's,2,49265
board,2,49265
might,2,49265
decide,2,49265
as,2,49265
soon,2,49265
as,2,49265
tuesday,2,49265
to,2,49265
sell,2,49265
the,2,49265
assets,2,49265
to,2,49265
spar,7,49265
ag,8,49265
",",2,49265
les,7,49265
echos,8,49265
newspaper,2,49265
said,2,49265
on,2,49265
friday,2,49265
.,2,49265
it,2,49305
said,2,49305
investment,2,49305
bank,2,49305
rothschild,7,49305
&,14,49305
cie,8,49305
was,2,49305
an,2,49305
intermediary,2,49305
in,2,49305
the,2,49305
talks,2,49305
and,2,49305
added,2,49305
that,2,49305
unlisted,2,49305
german,3,49305
retailers,2,49305
metro,1,49305
",",2,49305
rewe,1,49305
and,2,49305
lidl,1,49305
were,2,49305
also,2,49305
still,2,49305
in,2,49305
discussions,2,49305
.,2,49305
promodes,1,49335
has,2,49335
in,2,49335
germany,6,49335
its,2,49335
promo,2,49335
hypermarket,2,49335
unit,2,49335
with,2,49335
36,2,49335
continent,2,49335
superstores,2,49335
",",2,49335
which,2,49335
is,2,49335
1995,2,49335
generated,2,49335
4.7,2,49335
percent,2,49335
of,2,49335
total,2,49335
promodes,1,49335
sales,2,49335
.,2,49335
the,2,49359
french,3,49359
group,2,49359
entered,2,49359
the,2,49359
german,3,49359
market,2,49359
in,2,49359
1990,2,49359
",",2,49359
buying,2,49359
in,2,49359
june,2,49359
",",2,49359
promodes,1,49359
signed,2,49359
an,2,49359
outline,2,49359
agreement,2,49359
to,2,49359
sell,2,49359
its,2,49359
specia,1,49359
unit,2,49359
--,2,49359
which,2,49359
runs,2,49359
100,2,49359
dia,1,49359
stores,2,49359
in,2,49359
france,6,49359
--,2,49359
to,2,49359
germany,6,49359
's,2,49359
aldi,1,49359
.,2,49359
promodes,1,49397
was,2,49397
not,2,49397
immediately,2,49397
available,2,49397
for,2,49397
comment,2,49397
.,2,49397
--,2,49405
paris,6,49405
newsroom,2,49405
+33,2,49405
1,2,49405
4221,2,49405
5452,2,49405
-docstart-,2,49405
press,2,49405
digest,2,49405
-,2,49405
ireland,6,49405
-,2,49405
august,2,49405
23,2,49405
.,2,49405
dublin,6,49421
1996-08-23,2,49421
following,2,49421
are,2,49421
highlights,2,49421
of,2,49421
stories,2,49421
in,2,49421
the,2,49421
irish,3,49421
press,2,49421
on,2,49421
friday,2,49421
.,2,49421
reuters,1,49435
has,2,49435
not,2,49435
verified,2,49435
these,2,49435
stories,2,49435
and,2,49435
does,2,49435
not,2,49435
vouch,2,49435
for,2,49435
their,2,49435
accuracy,2,49435
.,2,49435
irish,7,49449
independent,8,49449
-,2,49449
ireland,6,49449
's,2,49449
biggest,2,49449
mortgage,2,49449
lender,2,49449
irish,7,49449
permanent,8,49449
ended,2,49449
weeks,2,49449
of,2,49449
stalemate,2,49449
when,2,49449
it,2,49449
announced,2,49449
it,2,49449
was,2,49449
increasing,2,49449
its,2,49449
mortgage,2,49449
lending,2,49449
rate,2,49449
by,2,49449
a,2,49449
quarter,2,49449
of,2,49449
a,2,49449
percentage,2,49449
point,2,49449
.,2,49449
-,2,49481
two,2,49481
investors,2,49481
who,2,49481
claim,2,49481
to,2,49481
be,2,49481
owed,2,49481
nearly,2,49481
one,2,49481
million,2,49481
irish,3,49481
pounds,2,49481
by,2,49481
fund,2,49481
manager,2,49481
tony,4,49481
taylor,5,49481
believe,2,49481
they,2,49481
may,2,49481
have,2,49481
lost,2,49481
their,2,49481
money,2,49481
.,2,49481
-,2,49507
a,2,49507
second,2,49507
japanese,3,49507
trawler,2,49507
was,2,49507
under,2,49507
arrest,2,49507
on,2,49507
thursday,2,49507
night,2,49507
as,2,49507
the,2,49507
irish,7,49507
navy,8,49507
and,2,49507
air,7,49507
corps,8,49507
continued,2,49507
a,2,49507
cat,2,49507
and,2,49507
mouse,2,49507
game,2,49507
with,2,49507
up,2,49507
to,2,49507
40,2,49507
vessels,2,49507
off,2,49507
the,2,49507
irish,3,49507
coast,2,49507
.,2,49507
-,2,49541
the,2,49541
irish,7,49541
department,14,49541
of,14,49541
enterprise,14,49541
and,14,49541
employment,8,49541
has,2,49541
widened,2,49541
its,2,49541
probe,2,49541
into,2,49541
taylor,7,49541
asset,14,49541
managers,8,49541
to,2,49541
include,2,49541
the,2,49541
investigation,2,49541
of,2,49541
investments,2,49541
of,2,49541
10,2,49541
more,2,49541
investors,2,49541
.,2,49541
-,2,49568
irish,3,49568
exploration,2,49568
company,2,49568
ivernia,1,49568
and,2,49568
its,2,49568
south,11,49568
african,13,49568
partner,2,49568
minorco,1,49568
have,2,49568
received,2,49568
planning,2,49568
permission,2,49568
from,2,49568
the,2,49568
local,2,49568
county,2,49568
council,2,49568
for,2,49568
a,2,49568
major,2,49568
lead,2,49568
and,2,49568
zinc,2,49568
mine,2,49568
at,2,49568
lisheen,6,49568
",",2,49568
county,15,49568
tipperary,16,49568
.,2,49568
-,2,49601
building,2,49601
materials,2,49601
firm,2,49601
crh,1,49601
refused,2,49601
to,2,49601
comment,2,49601
on,2,49601
reports,2,49601
that,2,49601
it,2,49601
is,2,49601
about,2,49601
to,2,49601
pay,2,49601
180,2,49601
million,2,49601
pounds,2,49601
stering,2,49601
for,2,49601
u.s.,6,49601
stone,2,49601
and,2,49601
concrete,2,49601
business,2,49601
tilcon,7,49601
inc,8,49601
.,2,49601
irish,7,49630
times,8,49630
-,2,49630
mortgage,2,49630
lending,2,49630
rates,2,49630
are,2,49630
on,2,49630
the,2,49630
way,2,49630
up,2,49630
with,2,49630
banks,2,49630
and,2,49630
building,2,49630
societies,2,49630
poised,2,49630
to,2,49630
add,2,49630
around,2,49630
a,2,49630
quarter,2,49630
of,2,49630
a,2,49630
percentage,2,49630
point,2,49630
to,2,49630
their,2,49630
main,2,49630
variable,2,49630
rates,2,49630
of,2,49630
interest,2,49630
.,2,49630
-,2,49664
members,2,49664
of,2,49664
a,2,49664
county,15,49664
antrim,16,49664
protestant,2,49664
family,2,49664
who,2,49664
were,2,49664
driven,2,49664
into,2,49664
exile,2,49664
by,2,49664
by,2,49664
loyalist,2,49664
paramilitaries,2,49664
two,2,49664
years,2,49664
ago,2,49664
returned,2,49664
yesterday,2,49664
to,2,49664
live,2,49664
in,2,49664
northern,15,49664
ireland,16,49664
in,2,49664
defiance,2,49664
of,2,49664
the,2,49664
threat,2,49664
hanging,2,49664
over,2,49664
them,2,49664
.,2,49664
-,2,49700
talks,2,49700
will,2,49700
resume,2,49700
next,2,49700
tuesday,2,49700
in,2,49700
an,2,49700
attempt,2,49700
to,2,49700
avoid,2,49700
a,2,49700
major,2,49700
strike,2,49700
in,2,49700
irish,3,49700
retail,2,49700
chain,2,49700
dunnes,7,49700
stores,8,49700
.,2,49700
-,2,49721
top,2,49721
dealers,2,49721
in,2,49721
the,2,49721
london,6,49721
office,2,49721
of,2,49721
u.s.,6,49721
bankers,2,49721
merrill,7,49721
lynch,8,49721
are,2,49721
transferring,2,49721
to,2,49721
dublin,6,49721
.,2,49721
-,2,49738
the,2,49738
irish,3,49738
plastics,2,49738
industry,2,49738
called,2,49738
on,2,49738
the,2,49738
government,2,49738
to,2,49738
support,2,49738
incineration,2,49738
to,2,49738
deal,2,49738
with,2,49738
plastics,2,49738
not,2,49738
suitable,2,49738
for,2,49738
recycling,2,49738
.,2,49738
-docstart-,2,49759
ford,7,49759
china,8,49759
jv,2,49759
posts,2,49759
77,2,49759
percent,2,49759
net,2,49759
drop,2,49759
in,2,49759
h1,2,49759
96,2,49759
.,2,49759
shanghai,6,49772
1996-08-24,2,49772
a,2,49772
chinese,3,49772
truck,2,49772
maker,2,49772
in,2,49772
which,2,49772
ford,7,49772
motor,14,49772
co,8,49772
has,2,49772
a,2,49772
20,2,49772
percent,2,49772
stake,2,49772
said,2,49772
it,2,49772
posted,2,49772
a,2,49772
77,2,49772
percent,2,49772
drop,2,49772
in,2,49772
post-tax,2,49772
profits,2,49772
in,2,49772
the,2,49772
first,2,49772
half,2,49772
of,2,49772
1996,2,49772
.,2,49772
jiangling,7,49805
motors,14,49805
corp,8,49805
",",2,49805
in,2,49805
a,2,49805
statement,2,49805
in,2,49805
saturday,2,49805
's,2,49805
edition,2,49805
of,2,49805
the,2,49805
china,7,49805
securities,8,49805
newspaper,2,49805
",",2,49805
said,2,49805
net,2,49805
profit,2,49805
in,2,49805
the,2,49805
period,2,49805
was,2,49805
3.385,2,49805
million,2,49805
yuan,2,49805
",",2,49805
down,2,49805
from,2,49805
14.956,2,49805
million,2,49805
in,2,49805
the,2,49805
same,2,49805
1995,2,49805
period,2,49805
.,2,49805
turnover,2,49843
fell,2,49843
to,2,49843
937.891,2,49843
million,2,49843
yuan,2,49843
from,2,49843
1.215,2,49843
billion,2,49843
",",2,49843
while,2,49843
net,2,49843
assets,2,49843
per,2,49843
share,2,49843
were,2,49843
1.88,2,49843
yuan,2,49843
",",2,49843
unchanged,2,49843
",",2,49843
and,2,49843
earnings,2,49843
per,2,49843
share,2,49843
fell,2,49843
to,2,49843
0.005,2,49843
yuan,2,49843
from,2,49843
0.02,2,49843
yuan,2,49843
",",2,49843
the,2,49843
statement,2,49843
said,2,49843
.,2,49843
in,2,49880
the,2,49880
first,2,49880
half,2,49880
",",2,49880
the,2,49880
company,2,49880
said,2,49880
it,2,49880
produced,2,49880
"8,333",2,49880
vehicles,2,49880
and,2,49880
sold,2,49880
"9,018",2,49880
",",2,49880
but,2,49880
it,2,49880
did,2,49880
not,2,49880
explain,2,49880
the,2,49880
difference,2,49880
.,2,49880
it,2,49904
blamed,2,49904
the,2,49904
drop,2,49904
in,2,49904
profits,2,49904
on,2,49904
a,2,49904
weak,2,49904
vehicle,2,49904
market,2,49904
and,2,49904
said,2,49904
as,2,49904
its,2,49904
engine,2,49904
plant,2,49904
had,2,49904
only,2,49904
just,2,49904
started,2,49904
trial,2,49904
production,2,49904
",",2,49904
the,2,49904
company,2,49904
's,2,49904
results,2,49904
would,2,49904
not,2,49904
improve,2,49904
in,2,49904
the,2,49904
short-term,2,49904
.,2,49904
ford,1,49939
owns,2,49939
138.643,2,49939
million,2,49939
shares,2,49939
in,2,49939
the,2,49939
firm,2,49939
.,2,49939
the,2,49948
majority,2,49948
shareholder,2,49948
",",2,49948
with,2,49948
51,2,49948
percent,2,49948
",",2,49948
or,2,49948
353.24,2,49948
million,2,49948
shares,2,49948
",",2,49948
is,2,49948
jiangling,7,49948
motors,14,49948
group,8,49948
.,2,49948
the,2,49966
company,2,49966
",",2,49966
in,2,49966
the,2,49966
southern,2,49966
province,2,49966
of,2,49966
jiangxi,6,49966
",",2,49966
had,2,49966
about,2,49966
eight,2,49966
percent,2,49966
of,2,49966
china,6,49966
's,2,49966
light,2,49966
truck,2,49966
market,2,49966
in,2,49966
1994,2,49966
.,2,49966
(,2,49989
$,2,49989
1,2,49989
=,2,49989
8.3,2,49989
yuan,2,49989
),2,49989
-docstart-,2,49989
tennis,2,49989
-,2,49989
results,2,49989
at,2,49989
hamlet,11,49989
cup,13,49989
.,2,49989
commack,6,50004
",",2,50004
new,15,50004
york,16,50004
1996-08-24,2,50004
results,2,50004
from,2,50004
the,2,50004
waldbaum,11,50004
hamlet,12,50004
cup,13,50004
tennis,2,50004
tournament,2,50004
on,2,50004
saturday,2,50004
(,2,50004
prefix,2,50004
number,2,50004
denotes,2,50004
seeding,2,50004
),2,50004
:,2,50004
semifinals,2,50004
:,2,50004
martin,4,50004
damm,5,50004
(,2,50004
czech,15,50004
republic,16,50004
),2,50004
beat,2,50004
adrian,4,50004
voinea,5,50004
(,2,50004
romania,6,50004
),2,50004
5-7,2,50004
7-5,2,50004
7-5,2,50004
5,2,50004
-,2,50004
andrei,4,50004
medvedev,5,50004
(,2,50004
ukraine,6,50004
),2,50004
beat,2,50004
karol,4,50004
kucera,5,50004
(,2,50004
slovakia,6,50004
),2,50004
7-6,2,50004
(,2,50004
7-0,2,50004
),2,50004
6-3,2,50004
-docstart-,2,50004
tennis,2,50004
-,2,50004
results,2,50004
at,2,50004
toshiba,11,50004
classic,13,50004
.,2,50004
carlsbad,6,50069
",",2,50069
calif.,6,50069
1996-08-24,2,50069
results,2,50069
from,2,50069
the,2,50069
$,2,50069
"450,000",2,50069
toshiba,11,50069
classic,13,50069
tennis,2,50069
tournament,2,50069
on,2,50069
saturday,2,50069
(,2,50069
prefix,2,50069
number,2,50069
denotes,2,50069
seeding,2,50069
),2,50069
:,2,50069
semifinals,2,50069
:,2,50069
1,2,50069
-,2,50069
arantxa,4,50069
sanchez,9,50069
vicario,5,50069
(,2,50069
spain,6,50069
),2,50069
beat,2,50069
3,2,50069
-,2,50069
jana,4,50069
novotna,5,50069
(,2,50069
czech,15,50069
republic,16,50069
),2,50069
1-6,2,50069
",",2,50069
6-2,2,50069
6-3,2,50069
4,2,50069
-,2,50069
kimiko,4,50069
date,5,50069
(,2,50069
japan,6,50069
),2,50069
beat,2,50069
2,2,50069
-,2,50069
conchita,4,50069
martinez,5,50069
(,2,50069
spain,6,50069
),2,50069
6-2,2,50069
7-5,2,50069
.,2,50069
-docstart-,2,50132
rallying,2,50132
-,2,50132
kankkunen,10,50132
in,2,50132
command,2,50132
as,2,50132
mcrae,10,50132
rolls,2,50132
out,2,50132
.,2,50132
jyvaskyla,6,50143
",",2,50143
finland,6,50143
1996-08-24,2,50143
finland,6,50143
's,2,50143
juha,4,50143
kankkunen,5,50143
produced,2,50143
an,2,50143
impressive,2,50143
performance,2,50143
in,2,50143
his,2,50143
toyota,1,50143
on,2,50143
saturday,2,50143
to,2,50143
open,2,50143
up,2,50143
a,2,50143
37,2,50143
seconds,2,50143
lead,2,50143
after,2,50143
six,2,50143
stages,2,50143
of,2,50143
the,2,50143
"1,000",11,50143
lakes,12,50143
rally,13,50143
",",2,50143
sixth,2,50143
round,2,50143
of,2,50143
the,2,50143
world,2,50143
championship,2,50143
.,2,50143
on,2,50183
a,2,50183
weekend,2,50183
overshadowed,2,50183
by,2,50183
friday,2,50183
's,2,50183
fatal,2,50183
accident,2,50183
",",2,50183
four,2,50183
times,2,50183
world,2,50183
champion,2,50183
kankunnen,10,50183
emerged,2,50183
from,2,50183
the,2,50183
first,2,50183
five,2,50183
of,2,50183
saturday,2,50183
's,2,50183
10,2,50183
stages,2,50183
with,2,50183
a,2,50183
commanding,2,50183
advantage,2,50183
over,2,50183
his,2,50183
country,2,50183
's,2,50183
latest,2,50183
prospect,2,50183
",",2,50183
marcus,4,50183
gronholm,5,50183
",",2,50183
also,2,50183
in,2,50183
a,2,50183
toyota,1,50183
.,2,50183
world,2,50227
championship,2,50227
leader,2,50227
tommi,4,50227
makinen,5,50227
in,2,50227
his,2,50227
mitsubishi,1,50227
was,2,50227
third,2,50227
but,2,50227
current,2,50227
world,2,50227
champion,2,50227
colin,4,50227
mcrae,5,50227
ended,2,50227
a,2,50227
bad,2,50227
week,2,50227
by,2,50227
crashing,2,50227
out,2,50227
.,2,50227
after,2,50251
being,2,50251
fined,2,50251
$,2,50251
"250,000",2,50251
by,2,50251
the,2,50251
sports,2,50251
governing,2,50251
body,2,50251
on,2,50251
tuesday,2,50251
",",2,50251
the,2,50251
british,3,50251
driver,2,50251
rolled,2,50251
his,2,50251
subaru,1,50251
6.5,2,50251
km,2,50251
into,2,50251
stage,2,50251
six,2,50251
.,2,50251
he,2,50276
and,2,50276
co-driver,2,50276
derek,4,50276
ringer,5,50276
were,2,50276
unhurt,2,50276
but,2,50276
team,2,50276
boss,2,50276
david,4,50276
richards,5,50276
was,2,50276
furious,2,50276
with,2,50276
them,2,50276
.,2,50276
"""",2,50293
it,2,50293
's,2,50293
not,2,50293
unfortunate,2,50293
",",2,50293
it,2,50293
's,2,50293
incompetent,2,50293
",",2,50293
"""",2,50293
he,2,50293
declared,2,50293
.,2,50293
kankkunen,10,50307
has,2,50307
set,2,50307
an,2,50307
astonishing,2,50307
pace,2,50307
for,2,50307
a,2,50307
driver,2,50307
who,2,50307
has,2,50307
not,2,50307
rallied,2,50307
for,2,50307
three,2,50307
months,2,50307
.,2,50307
"""",2,50324
if,2,50324
you,2,50324
do,2,50324
a,2,50324
lot,2,50324
of,2,50324
something,2,50324
",",2,50324
sometimes,2,50324
it,2,50324
's,2,50324
good,2,50324
to,2,50324
have,2,50324
a,2,50324
break,2,50324
.,2,50324
it,2,50342
's,2,50342
not,2,50342
bad,2,50342
for,2,50342
an,2,50342
old,2,50342
man,2,50342
!,2,50342
"""",2,50342
said,2,50342
the,2,50342
37-year-old,2,50342
veteran,2,50342
.,2,50342
ford,1,50357
had,2,50357
a,2,50357
poor,2,50357
morning,2,50357
with,2,50357
spaniard,3,50357
carlos,4,50357
sainz,5,50357
losing,2,50357
90,2,50357
seconds,2,50357
through,2,50357
turbo,2,50357
trouble,2,50357
while,2,50357
belgian,3,50357
bruno,4,50357
thiry,5,50357
dropped,2,50357
four,2,50357
minutes,2,50357
when,2,50357
a,2,50357
transmission,2,50357
shaft,2,50357
snapped,2,50357
.,2,50357
-docstart-,2,50385
motor,2,50385
